,id,work_exp(in years),skill1,skill2
5423,2057,1,Cloud computing,Data Analytics
5426,2058,0,Data Science,Data Analytics
5427,2059,0,Executive,Data Analytics
5431,2060,6,DBMS,Management
5432,2061,5,Product Management,Data Analytics
5434,2062,6,Data Science,Data Analytics
5438,2063,1,Cloud computing,Data Science
5439,2064,6,Data Science,Data Analytics
5441,2065,5,Executive,Data Analytics
5442,2066,2,Data engineer,Data Analytics
5446,2067,1,Data Science,Data engineer
5447,2068,0,Data Science,Data Analytics
5449,2069,7,Executive,Data Analytics
5455,2070,5,Data Science,Data engineer
5459,2071,3,Executive,science and numerics
5460,2072,0,Data Science,science and numerics
5461,2073,9,Machine Learning,Data Analytics
5463,2074,5,Data Science,Data Analytics
5464,2075,7,Data Science,Data Analytics
5465,2076,2,DBMS,Data engineer
5467,2077,5,Machine Learning,Data Analytics
5468,2078,3,Data Science,Data Analytics
5475,2079,2,Engineer,Hadoop-Apache
5478,2080,0,Data Science,Data Analytics
5480,2081,0,Data Science,Data Science
5483,2082,4,Artificial intelligence,Data Analytics
5486,2083,2,Executive,Engineer
5487,2084,9,Data Science,science and numerics
5488,2085,7,Machine Learning,Data engineer
5489,2086,6,Data Science,Data Analytics
5495,2087,8,Data Science,Data engineer
5500,2088,1,Research,Data Analytics
5502,2089,3,Management,Artificial Intelligence
5508,2090,2,Research,Data Analytics
5511,2091,7,Data Science,Data Analytics
5518,2092,7,DBMS,science and numerics
5521,2093,2,Data Science,Data Analytics
5539,2094,4,Data Science,Data Analytics
5543,2095,9,Data Science,Data Analytics
5544,2096,0,Data Science,Data Science
5545,2097,4,Computer Vision,Data engineer
5546,2098,5,Data Science,Data Analytics
5549,2099,5,Data Science,Hadoop-Apache
5550,2100,9,Data Science,Data Analytics
5553,2101,0,Data Science,Management
5560,2102,0,Data Science,Data Analytics
5566,2103,2,Artificial intelligence,Data Analytics
5571,2104,0,Machine Learning,Management
5572,2105,3,Data Science,Data Analytics
5573,2106,8,Artificial intelligence,Data Analytics
5574,2107,6,Data Science,Data Analytics
5576,2108,8,Data Science,Data Analytics
5577,2109,6,Data Science,Management
5578,2110,5,Data Science,Engineer
5579,2111,2,Machine Learning,Data Analytics
5581,2112,3,Artificial intelligence,Data Analytics
5584,2113,8,Machine Learning,Data Analytics
5585,2114,0,DBMS,Software Development
5592,2115,6,Data Science,Artificial Intelligence
5595,2116,6,Data Science,Data Analytics
5605,2117,0,Finance,Deep Learning
5607,2118,9,Statistics,Data Analytics
5608,2119,0,Data Science,Artificial Intelligence
5613,2120,1,Computer Vision,Data Analytics
5617,2121,5,Management,Management
5618,2122,7,Artificial intelligence,Data Analytics
5620,2123,3,Research,Artificial Intelligence
5630,2124,6,Data Science,Data engineer
5637,2125,4,Data Science,Data Analytics
5644,2126,10,Data Science,Data Analytics
5649,2127,5,Data Science,Data Analytics
5650,2128,9,Data Science,Data Analytics
5652,2129,10,Executive,Data Analytics
5653,2130,3,Executive,Management
5655,2131,9,Data Science,Hadoop-Apache
5656,2132,8,Data Science,Data Analytics
5659,2133,6,DBMS,Management
5662,2134,10,Data Science,Data Analytics
5665,2135,5,Statistics,Data Analytics
5667,2136,6,Data Science,Artificial Intelligence
5670,2137,3,PowerBI,Artificial Intelligence
5674,2138,2,Machine Learning,Management
5677,2139,10,Data Science,Data Analytics
5681,2140,6,Statistics,Data Analytics
5688,2141,9,Data Science,Artificial Intelligence
5690,2142,4,Data Science,Artificial Intelligence
5695,2143,4,Marketing,Data Analytics
5700,2144,6,PowerBI,Data engineer
5704,2145,3,Machine Learning,Data Analytics
5705,2146,2,Machine Learning,Artificial Intelligence
5706,2147,3,Data Science,Management
5708,2148,0,Data Science,science and numerics
5712,2149,4,Statistics,Data Analytics
5733,2150,9,Artificial intelligence,Data Analytics
5734,2151,0,Artificial intelligence,Data Analytics
5739,2152,0,Data Science,Data Analytics
5740,2153,1,Data Science,Data Analytics
5743,2154,0,Data Science,Data Analytics
5744,2155,7,Statistics,Data Analytics
5745,2156,6,Data Science,Data Analytics
5748,2157,9,Data Science,Data Analytics
5754,2158,2,Statistics,Data Analytics
5755,2159,9,Engineer,Infrastructure
5757,2160,8,Artificial intelligence,Data Analytics
5760,2161,2,Data engineer,Data Analytics
5761,2162,3,Data Science,Data Analytics
5763,2163,10,Data Science,Data Analytics
5764,2164,8,Statistics,Data Analytics
5765,2165,3,DBMS,Data Analytics
5768,2166,5,Artificial intelligence,Data Analytics
5772,2167,10,Data Science,Data Analytics
5782,2168,9,Statistics,Data Analytics
5784,2169,8,Applied Science,Data Analytics
5785,2170,3,Data Science,Machine Learning
5787,2171,6,Data Science,Data Analytics
5791,2172,4,Data Science,Data Analytics
5796,2173,6,Executive,Data Analytics
5800,2174,5,Data Science,Deep Learning
5804,2175,10,Data Science,Data Analytics
5806,2176,0,Data Science,Data Analytics
5807,2177,3,Data Science,Hadoop-Apache
5810,2178,6,Machine Learning,Management
5815,2179,9,Data Science,Data Analytics
5824,2180,6,Data Science,Data Analytics
5825,2181,8,Data Science,Data Analytics
5827,2182,4,Data Science,Hadoop-Apache
5829,2183,8,Statistics,Data Analytics
5831,2184,8,Machine Learning,Artificial Intelligence
5834,2185,5,Data Science,Data Analytics
5839,2186,0,Data Science,Artificial Intelligence
5851,2187,8,Artificial intelligence,Software Development
5859,2188,0,Data Science,management
5860,2189,9,Artificial intelligence,Data Analytics
5868,2190,7,Data Science,Data Analytics
5869,2191,2,Data Science,Artificial Intelligence
5871,2192,5,Statistics,Data Analytics
5873,2193,10,Statistics,Data Analytics
5877,2194,0,Data Science,Data Analytics
5878,2195,5,Statistics,Engineer
5879,2196,9,Cloud computing,Data Science
5882,2197,9,Data Science,Data Analytics
5884,2198,2,DBMS,Data engineer
5886,2199,10,Machine Learning,Data Analytics
5890,2200,3,Data Science,Data Analytics
5892,2201,10,Data Science,Data Analytics
5894,2202,7,DBMS,Data Analytics
5899,2203,3,Machine Learning,science and numerics
5900,2204,9,Data Science,Data Analytics
5909,2205,5,DBMS,Data Analytics
5912,2206,4,Research,Data Analytics
5913,2207,3,DBMS,Data Analytics
5921,2208,0,Data Science,Data Science
5929,2209,10,Machine Learning,Management
5931,2210,1,Machine Learning,Data Analytics
5937,2211,2,Statistics,Data Analytics
5939,2212,8,Computer Vision,management
5942,2213,2,Data Science,Data Analytics
5944,2214,3,Statistics,Data Analytics
5946,2215,5,Data Science,Data Analytics
5949,2216,8,Machine Learning,Data Analytics
5950,2217,1,Data Science,Data engineer
5955,2218,4,Machine Learning,Data Analytics
5958,2219,5,Data Science,Data Analytics
5962,2220,2,Executive,Data Science
5964,2221,6,Data Science,Data Analytics
5971,2222,10,Data Science,Software Development
5974,2223,7,Product Management,Artificial Intelligence
5981,2224,5,Management,Data Analytics
5982,2225,3,Data Science,Data Analytics
5983,2226,10,Management,Data Analytics
5993,2227,8,Computer Vision,Data Analytics
5998,2228,7,Executive,Data Analytics
6001,2229,10,Machine Learning,Management
6002,2230,6,Executive,Data Analytics
6004,2231,10,Data Science,Data Analytics
6008,2232,10,Data Science,Data Analytics
6011,2233,3,Computer Vision,Data Analytics
6015,2234,6,Data Science,management
6017,2235,4,Data Science,Data Analytics
6023,2236,5,Executive,Data Analytics
6026,2237,8,Data Science,Data Analytics
6028,2238,2,Data Science,Hadoop-Apache
6032,2239,6,Research,Data Analytics
6040,2240,0,Applied Science,Data Science
6042,2241,7,Machine Learning,Data Analytics
6045,2242,6,Applied Science,Data Analytics
6049,2243,0,Data Science,Data Analytics
6055,2244,6,Machine Learning,management
6060,2245,9,Data Science,Data Science
6062,2246,4,Data Science,Data Analytics
6064,2247,8,Data Science,Data Analytics
6065,2248,1,Data Science,Data Analytics
6067,2249,3,Data Science,Data Analytics
6070,2250,3,Cloud computing,Data Analytics
6075,2251,10,Statistics,Data Analytics
6077,2252,9,Machine Learning,Artificial Intelligence
6080,2253,0,Machine Learning,Data Analytics
6083,2254,6,Artificial intelligence,Data Analytics
6084,2255,7,Machine Learning,Data Science
6088,2256,0,Machine Learning,Data Analytics
6093,2257,3,DBMS,Data Science
6094,2258,8,Data Science,Data Analytics
6096,2259,1,Statistics,Data Analytics
6097,2260,5,Data Science,Data Analytics
6099,2261,4,Data engineer,Data Analytics
6101,2262,10,Data Science,Data Analytics
6105,2263,8,Executive,Data Analytics
6107,2264,9,Statistics,Engineer
6110,2265,10,Data Science,Data Analytics
6113,2266,10,Executive,Data Science
6114,2267,9,Data Science,Data Analytics
6116,2268,1,Data Science,Data Analytics
6123,2269,2,Executive,Data Analytics
6130,2270,6,Applied Science,Data Analytics
6135,2271,1,Data Science,Hadoop-Apache
6136,2272,3,Data Science,Data Analytics
6143,2273,0,Data Science,Data Analytics
6146,2274,7,Data Science,Management
6148,2275,10,Data Science,Data Analytics
6154,2276,4,Statistics,Data Analytics
6155,2277,9,Statistics,science and numerics
6158,2278,1,Data Science,Data Analytics
6159,2279,8,PowerBI,Hadoop-Apache
6162,2280,3,Data Science,Data Analytics
6164,2281,5,Data Science,Data Analytics
6170,2282,7,Machine Learning,Data Analytics
6177,2283,2,Data Science,Data Analytics
6178,2284,6,Data Science,Management
6180,2285,10,Machine Learning,Data Analytics
6181,2286,4,Computer Vision,Data Analytics
6183,2287,8,Data Science,Data Analytics
6185,2288,2,Machine Learning,Management
6187,2289,10,DBMS,Data Analytics
6189,2290,3,Data Science,Data Analytics
6191,2291,6,Applied Science,Data Analytics
6193,2292,5,Data Science,Management
6197,2293,4,Machine Learning,Deep Learning
6202,2294,1,Computer Vision,Data Analytics
6206,2295,4,Data Science,Data Analytics
6207,2296,3,Management,Data Analytics
6208,2297,2,Data Science,Data Science
6209,2298,7,Statistics,Data Analytics
6211,2299,8,Statistics,Artificial Intelligence
6216,2300,7,Data Science,Engineer
6219,2301,0,Data Science,Data Analytics
6220,2302,10,Data Science,Data Analytics
6222,2303,5,Data Science,Data Analytics
6227,2304,4,Data Science,science and numerics
6233,2305,9,DBMS,Data Analytics
6234,2306,7,Data Science,Data Analytics
6236,2307,8,Data Science,Data Analytics
6242,2308,1,Machine Learning,Artificial Intelligence
6250,2309,2,Research,Data Analytics
6255,2310,6,Data Science,Infrastructure
6256,2311,4,Data Science,Data Analytics
6265,2312,1,Data Science,Artificial Intelligence
6267,2313,5,Data Science,Data Analytics
6271,2314,0,Data Science,Data Analytics
6275,2315,7,Data Science,Data Analytics
6276,2316,4,Data Science,Data Analytics
6279,2317,9,Executive,Data Analytics
6281,2318,6,Data Science,Engineer
6284,2319,3,Data Science,Data Analytics
6286,2320,1,PowerBI,Management
6289,2321,9,Statistics,Engineer
6290,2322,4,Data Science,Data Analytics
6295,2323,10,Data Science,Data Analytics
6300,2324,4,Data Science,Data Analytics
6304,2325,7,DBMS,Data Analytics
6305,2326,2,Data Science,Management
6309,2327,4,Machine Learning,Data Analytics
6310,2328,6,Machine Learning,Management
6313,2329,10,Data Science,Data Analytics
6318,2330,1,Machine Learning,Data Analytics
6329,2331,0,Research,Data Analytics
6345,2332,2,Data Science,Data Analytics
6351,2333,4,Machine Learning,Deep Learning
6359,2334,7,Data Science,Machine Learning
6360,2335,5,Statistics,Data Analytics
6364,2336,2,Data engineer,Research
6365,2337,9,Data Science,Data Science
6368,2338,2,Research,Deep Learning
6369,2339,4,Data Science,Data Analytics
6370,2340,0,Machine Learning,Data Analytics
6376,2341,0,Data Science,Research
6377,2342,5,Data Science,science and numerics
6381,2343,7,Data Science,Data Science
6385,2344,6,Artificial intelligence,Artificial Intelligence
6390,2345,0,Data Science,science and numerics
6391,2346,8,Management,Data Analytics
6394,2347,7,Data Science,Data engineer
6397,2348,10,Data engineer,Research
6399,2349,0,Data Science,Data Analytics
6401,2350,5,Machine Learning,Data Analytics
6404,2351,10,Artificial intelligence,Data Analytics
6405,2352,5,Data Science,Artificial Intelligence
6410,2353,7,Machine Learning,Data Analytics
6419,2354,7,Statistics,Hadoop-Apache
6420,2355,5,Machine Learning,Data Analytics
6426,2356,1,Artificial intelligence,Data engineer
6428,2357,9,Machine Learning,Data Analytics
6430,2358,7,Statistics,Artificial Intelligence
6434,2359,1,Data Science,Hadoop-Apache
6435,2360,3,Data Science,Data Analytics
6437,2361,7,Statistics,Data Analytics
6444,2362,1,Data Science,Data Analytics
6445,2363,2,DBMS,Data Analytics
6448,2364,5,Data Science,Data engineer
6451,2365,2,Machine Learning,Data Analytics
6452,2366,5,Data Science,Hadoop-Apache
6455,2367,0,Data Science,Data Analytics
6463,2368,4,Research,Data Analytics
6464,2369,4,Machine Learning,Hadoop-Apache
6468,2370,7,Data Science,Data Analytics
6469,2371,6,Executive,Data Analytics
6472,2372,0,Statistics,Data Analytics
6482,2373,9,Data Science,Data Analytics
6483,2374,10,Data Science,Data Analytics
6484,2375,0,Data Science,Infrastructure
6490,2376,0,Executive,Data Analytics
6494,2377,7,Engineer,Artificial Intelligence
6495,2378,0,Machine Learning,Management
6500,2379,5,Marketing,Data Analytics
6506,2380,1,Data Science,Data Analytics
6507,2381,8,Management,Data Analytics
6510,2382,5,Data Science,Management
6514,2383,10,Data Science,Data Analytics
6518,2384,6,Data Science,Data Analytics
6523,2385,3,Research,Data Analytics
6528,2386,8,Data engineer,Data Analytics
6534,2387,10,Data Science,science and numerics
6537,2388,9,Data Science,Data Analytics
6542,2389,4,Machine Learning,Data Analytics
6546,2390,0,Computer Vision,Data Analytics
6550,2391,1,Artificial intelligence,Management
6551,2392,9,DBMS,Data Analytics
6554,2393,10,Engineer,Data Analytics
6556,2394,0,Statistics,Data Analytics
6563,2395,7,Data Science,Management
6574,2396,9,Data Science,Data Analytics
6575,2397,5,Data Science,Data Analytics
6581,2398,7,Finance,Data Analytics
6582,2399,8,Data Science,Data Science
6585,2400,7,Machine Learning,Data Analytics
6587,2401,3,Executive,Hadoop-Apache
6588,2402,0,Data Science,Data Analytics
6592,2403,5,Executive,Data Analytics
6594,2404,4,Data Science,Data Analytics
6595,2405,3,Machine Learning,Data Analytics
6596,2406,9,Data Science,Data Analytics
6597,2407,6,Research,Data Analytics
6598,2408,5,Data Science,Data Analytics
6600,2409,1,Engineer,Data Analytics
6603,2410,8,Data Science,Data Analytics
6604,2411,1,Data Science,Data Analytics
6616,2412,4,Statistics,Data Analytics
6619,2413,0,Research,Data Analytics
6626,2414,0,Statistics,Data Analytics
6628,2415,8,Data Science,Data Analytics
6629,2416,4,Executive,Data Analytics
6632,2417,0,Data Science,Management
6634,2418,9,Data Science,Research
6635,2419,8,Machine Learning,Data Analytics
6636,2420,3,Machine Learning,Data Analytics
6637,2421,5,Data Science,Data Analytics
6638,2422,5,Finance,Data Analytics
6639,2423,10,Artificial intelligence,Data Analytics
6644,2424,6,Data Science,Research
6649,2425,9,Executive,Data Analytics
6651,2426,6,Research,Data Analytics
6654,2427,5,Statistics,Data Analytics
6655,2428,2,Statistics,Data Analytics
6659,2429,6,Data Science,Artificial Intelligence
6663,2430,7,Statistics,Data Analytics
6665,2431,1,Machine Learning,Data Science
6672,2432,9,Data Science,Data Analytics
6676,2433,0,Executive,Software Development
6677,2434,2,Data Science,Data Analytics
6678,2435,8,Data Science,Data Analytics
6679,2436,9,Data Science,Data Analytics
6680,2437,8,Data Science,Data Analytics
6681,2438,4,Data Science,Data Analytics
6682,2439,9,Data Science,Data Analytics
6683,2440,0,Artificial intelligence,Data Analytics
6687,2441,2,Data Science,Data Analytics
6689,2442,4,Computer Vision,Data Analytics
6693,2443,9,Data Science,Data Analytics
6694,2444,10,Data Science,Data Analytics
6698,2445,0,Data Science,Research
6700,2446,4,Data Science,Artificial Intelligence
6702,2447,7,Data Science,science and numerics
6710,2448,9,Data Science,Data Analytics
6716,2449,9,Machine Learning,Artificial Intelligence
6717,2450,0,DBMS,science and numerics
6718,2451,8,Data Science,Data Analytics
6719,2452,0,Data Science,Data Analytics
6722,2453,7,Computer Vision,Data Analytics
6724,2454,7,Data Science,Data Analytics
